county,date,hospitalized_covid_patients,population
Lassen,2020-08-30,0.0,30573.0
Riverside,2020-08-30,281.0,2470546.0
Mono,2020-08-30,0.0,14444.0
Nevada,2020-08-30,4.0,99755.0
Modoc,2020-08-30,0.0,8841.0
Glenn,2020-08-30,0.0,28393.0
Calaveras,2020-08-30,4.0,45905.0
Sutter,2020-08-30,0.0,96971.0
Colusa,2020-08-30,11.0,21547.0
Mariposa,2020-08-30,0.0,17203.0
San Luis Obispo,2020-08-30,13.0,283111.0
Santa Clara,2020-08-30,164.0,1927852.0
Inyo,2020-08-30,0.0,18039.0
Alameda,2020-08-30,220.0,1671329.0
Contra Costa,2020-08-30,105.0,1153526.0
Kings,2020-08-30,32.0,152940.0
Marin,2020-08-30,15.0,258826.0
Siskiyou,2020-08-30,0.0,43539.0
Napa,2020-08-30,4.0,137744.0
Los Angeles,2020-08-30,1443.0,10039107.0
Stanislaus,2020-08-30,171.0,550660.0
Tuolumne,2020-08-30,2.0,54478.0
Amador,2020-08-30,1.0,39752.0
Placer,2020-08-30,59.0,398329.0
Yolo,2020-08-30,5.0,220500.0
Santa Barbara,2020-08-30,40.0,446499.0
Orange,2020-08-30,378.0,3175692.0
Tulare,2020-08-30,52.0,466195.0
Tehama,2020-08-30,1.0,65084.0
Yuba,2020-08-30,13.0,78668.0
Fresno,2020-08-30,224.0,999101.0
San Bernardino,2020-08-30,337.0,2180085.0
Trinity,2020-08-30,0.0,12285.0
San Francisco,2020-08-30,80.0,881549.0
Kern,2020-08-30,119.0,900202.0
Merced,2020-08-30,26.0,277680.0
San Joaquin,2020-08-30,116.0,762148.0
Ventura,2020-08-30,102.0,846006.0
Sonoma,2020-08-30,36.0,494336.0
Mendocino,2020-08-30,2.0,86749.0
Humboldt,2020-08-30,2.0,135558.0
Sacramento,2020-08-30,227.0,1552058.0
Los Angeles,2020-08-31,1463.0,10039107.0
Imperial,2020-08-31,27.0,181215.0
Lassen,2020-08-31,0.0,30573.0
Riverside,2020-08-31,270.0,2470546.0
Merced,2020-08-31,28.0,277680.0
Del Norte,2020-08-31,0.0,27812.0
Butte,2020-08-31,18.0,219186.0
San Bernardino,2020-08-31,355.0,2180085.0
Nevada,2020-08-31,6.0,99755.0
Tulare,2020-08-31,51.0,466195.0
Fresno,2020-08-31,209.0,999101.0
El Dorado,2020-08-31,0.0,192843.0
Amador,2020-08-31,1.0,39752.0
Ventura,2020-08-31,80.0,846006.0
Tehama,2020-08-31,1.0,65084.0
Kings,2020-08-31,40.0,152940.0
Mono,2020-08-31,0.0,14444.0
San Joaquin,2020-08-31,116.0,762148.0
Santa Cruz,2020-08-31,13.0,273213.0
San Francisco,2020-08-31,86.0,881549.0
Sacramento,2020-08-31,243.0,1552058.0
Mendocino,2020-08-31,2.0,86749.0
Stanislaus,2020-08-31,189.0,550660.0
Monterey,2020-08-31,30.0,434061.0
Placer,2020-08-31,61.0,398329.0
Madera,2020-08-31,41.0,157327.0
Santa Barbara,2020-08-31,47.0,446499.0
Yuba,2020-08-31,12.0,78668.0
Colusa,2020-08-31,11.0,21547.0
Humboldt,2020-08-31,1.0,135558.0
San Mateo,2020-08-31,55.0,766573.0
Calaveras,2020-08-31,3.0,45905.0
Plumas,2020-08-31,0.0,18807.0
Sonoma,2020-08-31,41.0,494336.0
Santa Clara,2020-08-31,160.0,1927852.0
San Diego,2020-08-31,306.0,3338330.0
Solano,2020-08-31,38.0,447643.0
Alameda,2020-08-31,219.0,1671329.0
Tuolumne,2020-08-31,1.0,54478.0
Napa,2020-08-31,1.0,137744.0
Sutter,2020-08-31,0.0,96971.0
Lake,2020-08-31,0.0,64386.0
Kern,2020-08-31,128.0,900202.0
Marin,2020-08-31,15.0,258826.0
Orange,2020-08-31,368.0,3175692.0
Yolo,2020-08-31,6.0,220500.0
Inyo,2020-08-31,0.0,18039.0
Trinity,2020-08-31,0.0,12285.0
San Benito,2020-08-31,2.0,62808.0
Shasta,2020-08-31,2.0,180080.0
Contra Costa,2020-08-31,109.0,1153526.0
Glenn,2020-08-31,0.0,28393.0
San Luis Obispo,2020-08-31,14.0,283111.0
Modoc,2020-08-31,0.0,8841.0
Mariposa,2020-08-31,0.0,17203.0
Siskiyou,2020-08-31,0.0,43539.0
Del Norte,2020-09-01,0.0,27812.0
Orange,2020-09-01,359.0,3175692.0
Sacramento,2020-09-01,234.0,1552058.0
Mariposa,2020-09-01,0.0,17203.0
Santa Clara,2020-09-01,159.0,1927852.0
Lake,2020-09-01,1.0,64386.0
Shasta,2020-09-01,3.0,180080.0
Mono,2020-09-01,0.0,14444.0
Imperial,2020-09-01,29.0,181215.0
Trinity,2020-09-01,0.0,12285.0
Lassen,2020-09-01,0.0,30573.0
Kern,2020-09-01,127.0,900202.0
Napa,2020-09-01,3.0,137744.0
Monterey,2020-09-01,29.0,434061.0
Siskiyou,2020-09-01,0.0,43539.0
Placer,2020-09-01,63.0,398329.0
Yuba,2020-09-01,13.0,78668.0
Merced,2020-09-01,27.0,277680.0
Colusa,2020-09-01,7.0,21547.0
Contra Costa,2020-09-01,98.0,1153526.0
Solano,2020-09-01,38.0,447643.0
Yolo,2020-09-01,7.0,220500.0
San Joaquin,2020-09-01,115.0,762148.0
San Diego,2020-09-01,307.0,3338330.0
El Dorado,2020-09-01,2.0,192843.0
San Luis Obispo,2020-09-01,13.0,283111.0
Los Angeles,2020-09-01,1488.0,10039107.0
Tehama,2020-09-01,2.0,65084.0
Humboldt,2020-09-01,3.0,135558.0
Stanislaus,2020-09-01,178.0,550660.0
Plumas,2020-09-01,0.0,18807.0
Butte,2020-09-01,17.0,219186.0
Mendocino,2020-09-01,4.0,86749.0
Kings,2020-09-01,38.0,152940.0
Calaveras,2020-09-01,4.0,45905.0
Santa Barbara,2020-09-01,43.0,446499.0
San Benito,2020-09-01,4.0,62808.0
Tulare,2020-09-01,52.0,466195.0
Glenn,2020-09-01,0.0,28393.0
Ventura,2020-09-01,99.0,846006.0
San Francisco,2020-09-01,93.0,881549.0
Madera,2020-09-01,37.0,157327.0
Amador,2020-09-01,2.0,39752.0
Inyo,2020-09-01,1.0,18039.0
Alameda,2020-09-01,210.0,1671329.0
Modoc,2020-09-01,0.0,8841.0
Sutter,2020-09-01,0.0,96971.0
Sonoma,2020-09-01,37.0,494336.0
Nevada,2020-09-01,2.0,99755.0
San Bernardino,2020-09-01,349.0,2180085.0
Fresno,2020-09-01,206.0,999101.0
Riverside,2020-09-01,264.0,2470546.0
Tuolumne,2020-09-01,2.0,54478.0
Marin,2020-09-01,14.0,258826.0
San Mateo,2020-09-01,52.0,766573.0
Santa Cruz,2020-09-01,16.0,273213.0
Kings,2020-09-02,31.0,152940.0
Sutter,2020-09-02,0.0,96971.0
San Luis Obispo,2020-09-02,14.0,283111.0
Mendocino,2020-09-02,4.0,86749.0
Plumas,2020-09-02,0.0,18807.0
Trinity,2020-09-02,0.0,12285.0
Sonoma,2020-09-02,37.0,494336.0
Merced,2020-09-02,28.0,277680.0
Humboldt,2020-09-02,3.0,135558.0
San Mateo,2020-09-02,47.0,766573.0
Contra Costa,2020-09-02,94.0,1153526.0
Santa Barbara,2020-09-02,44.0,446499.0
Del Norte,2020-09-02,0.0,27812.0
Ventura,2020-09-02,91.0,846006.0
Mariposa,2020-09-02,0.0,17203.0
Amador,2020-09-02,3.0,39752.0
Marin,2020-09-02,15.0,258826.0
Shasta,2020-09-02,4.0,180080.0
Lake,2020-09-02,0.0,64386.0
Orange,2020-09-02,332.0,3175692.0
San Francisco,2020-09-02,82.0,881549.0
Mono,2020-09-02,0.0,14444.0
Los Angeles,2020-09-02,1378.0,10039107.0
Tuolumne,2020-09-02,3.0,54478.0
Placer,2020-09-02,58.0,398329.0
San Diego,2020-09-02,290.0,3338330.0
San Benito,2020-09-02,2.0,62808.0
Solano,2020-09-02,38.0,447643.0
Tehama,2020-09-02,2.0,65084.0
Yuba,2020-09-02,17.0,78668.0
San Bernardino,2020-09-02,323.0,2180085.0
Colusa,2020-09-02,1.0,21547.0
Modoc,2020-09-02,0.0,8841.0
Calaveras,2020-09-02,6.0,45905.0
Stanislaus,2020-09-02,165.0,550660.0
Sacramento,2020-09-02,222.0,1552058.0
Glenn,2020-09-02,0.0,28393.0
Kern,2020-09-02,126.0,900202.0
Imperial,2020-09-02,29.0,181215.0
Santa Cruz,2020-09-02,15.0,273213.0
Napa,2020-09-02,1.0,137744.0
Monterey,2020-09-02,30.0,434061.0
Madera,2020-09-02,34.0,157327.0
Butte,2020-09-02,18.0,219186.0
Riverside,2020-09-02,256.0,2470546.0
Yolo,2020-09-02,8.0,220500.0
El Dorado,2020-09-02,1.0,192843.0
Alameda,2020-09-02,191.0,1671329.0
Tulare,2020-09-02,54.0,466195.0
Inyo,2020-09-02,1.0,18039.0
Nevada,2020-09-02,2.0,99755.0
Siskiyou,2020-09-02,0.0,43539.0
San Joaquin,2020-09-02,125.0,762148.0
Santa Clara,2020-09-02,158.0,1927852.0
Lassen,2020-09-02,0.0,30573.0
Fresno,2020-09-02,188.0,999101.0
Shasta,2020-09-03,4.0,180080.0
Plumas,2020-09-03,0.0,18807.0
Lassen,2020-09-03,0.0,30573.0
Glenn,2020-09-03,0.0,28393.0
San Diego,2020-09-03,289.0,3338330.0
San Bernardino,2020-09-03,295.0,2180085.0
Siskiyou,2020-09-03,0.0,43539.0
Santa Barbara,2020-09-03,47.0,446499.0
San Luis Obispo,2020-09-03,10.0,283111.0
Yuba,2020-09-03,13.0,78668.0
Madera,2020-09-03,37.0,157327.0
Tuolumne,2020-09-03,2.0,54478.0
Yolo,2020-09-03,8.0,220500.0
Tehama,2020-09-03,2.0,65084.0
Santa Cruz,2020-09-03,16.0,273213.0
Kern,2020-09-03,125.0,900202.0
Marin,2020-09-03,19.0,258826.0
Santa Clara,2020-09-03,152.0,1927852.0
Solano,2020-09-03,45.0,447643.0
San Mateo,2020-09-03,41.0,766573.0
San Joaquin,2020-09-03,112.0,762148.0
Sutter,2020-09-03,0.0,96971.0
Kings,2020-09-03,32.0,152940.0
Merced,2020-09-03,30.0,277680.0
Mendocino,2020-09-03,4.0,86749.0
Modoc,2020-09-03,0.0,8841.0
Monterey,2020-09-03,28.0,434061.0
Mariposa,2020-09-03,0.0,17203.0
Calaveras,2020-09-03,5.0,45905.0
El Dorado,2020-09-03,2.0,192843.0
Placer,2020-09-03,65.0,398329.0
Del Norte,2020-09-03,0.0,27812.0
Fresno,2020-09-03,181.0,999101.0
Napa,2020-09-03,5.0,137744.0
Humboldt,2020-09-03,1.0,135558.0
San Benito,2020-09-03,2.0,62808.0
Sonoma,2020-09-03,35.0,494336.0
San Francisco,2020-09-03,74.0,881549.0
Amador,2020-09-03,2.0,39752.0
Sacramento,2020-09-03,222.0,1552058.0
Lake,2020-09-03,0.0,64386.0
Orange,2020-09-03,308.0,3175692.0
Stanislaus,2020-09-03,158.0,550660.0
Contra Costa,2020-09-03,84.0,1153526.0
Butte,2020-09-03,21.0,219186.0
Tulare,2020-09-03,51.0,466195.0
Inyo,2020-09-03,0.0,18039.0
Colusa,2020-09-03,1.0,21547.0
Mono,2020-09-03,0.0,14444.0
Imperial,2020-09-03,27.0,181215.0
Riverside,2020-09-03,222.0,2470546.0
Trinity,2020-09-03,0.0,12285.0
Los Angeles,2020-09-03,1346.0,10039107.0
Alameda,2020-09-03,201.0,1671329.0
Nevada,2020-09-03,1.0,99755.0
Ventura,2020-09-03,76.0,846006.0
Butte,2020-09-04,15.0,219186.0
Lake,2020-09-04,1.0,64386.0
Madera,2020-09-04,33.0,157327.0
Calaveras,2020-09-04,5.0,45905.0
El Dorado,2020-09-04,1.0,192843.0
Kings,2020-09-04,35.0,152940.0
Shasta,2020-09-04,6.0,180080.0
Stanislaus,2020-09-04,159.0,550660.0
Marin,2020-09-04,15.0,258826.0
San Luis Obispo,2020-09-04,10.0,283111.0
Trinity,2020-09-04,0.0,12285.0
Colusa,2020-09-04,2.0,21547.0
San Mateo,2020-09-04,42.0,766573.0
Mono,2020-09-04,0.0,14444.0
Tuolumne,2020-09-04,1.0,54478.0
San Benito,2020-09-04,3.0,62808.0
Inyo,2020-09-04,1.0,18039.0
Merced,2020-09-04,23.0,277680.0
Fresno,2020-09-04,176.0,999101.0
San Francisco,2020-09-04,65.0,881549.0
Santa Clara,2020-09-04,133.0,1927852.0
Ventura,2020-09-04,80.0,846006.0
Santa Barbara,2020-09-04,43.0,446499.0
Mendocino,2020-09-04,4.0,86749.0
Tulare,2020-09-04,48.0,466195.0
Tehama,2020-09-04,2.0,65084.0
Siskiyou,2020-09-04,0.0,43539.0
Kern,2020-09-04,99.0,900202.0
Los Angeles,2020-09-04,1321.0,10039107.0
San Diego,2020-09-04,278.0,3338330.0
Contra Costa,2020-09-04,87.0,1153526.0
Amador,2020-09-04,2.0,39752.0
San Joaquin,2020-09-04,101.0,762148.0
Modoc,2020-09-04,0.0,8841.0
Yolo,2020-09-04,8.0,220500.0
Santa Cruz,2020-09-04,10.0,273213.0
Orange,2020-09-04,328.0,3175692.0
Napa,2020-09-04,4.0,137744.0
Yuba,2020-09-04,16.0,78668.0
Glenn,2020-09-04,0.0,28393.0
Monterey,2020-09-04,29.0,434061.0
Sutter,2020-09-04,0.0,96971.0
Lassen,2020-09-04,0.0,30573.0
Mariposa,2020-09-04,0.0,17203.0
Plumas,2020-09-04,0.0,18807.0
Sacramento,2020-09-04,210.0,1552058.0
Humboldt,2020-09-04,2.0,135558.0
Sonoma,2020-09-04,43.0,494336.0
Alameda,2020-09-04,177.0,1671329.0
Nevada,2020-09-04,3.0,99755.0
Solano,2020-09-04,40.0,447643.0
Del Norte,2020-09-04,0.0,27812.0
Imperial,2020-09-04,25.0,181215.0
Riverside,2020-09-04,216.0,2470546.0
Placer,2020-09-04,57.0,398329.0
San Bernardino,2020-09-04,283.0,2180085.0
Santa Barbara,2020-09-05,48.0,446499.0
Lassen,2020-09-05,0.0,30573.0
Butte,2020-09-05,16.0,219186.0
Mono,2020-09-05,0.0,14444.0
San Mateo,2020-09-05,43.0,766573.0
San Luis Obispo,2020-09-05,7.0,283111.0
Amador,2020-09-05,1.0,39752.0
Alameda,2020-09-05,187.0,1671329.0
Ventura,2020-09-05,77.0,846006.0
Tulare,2020-09-05,56.0,466195.0
Humboldt,2020-09-05,2.0,135558.0
Mariposa,2020-09-05,0.0,17203.0
Merced,2020-09-05,29.0,277680.0
El Dorado,2020-09-05,0.0,192843.0
Plumas,2020-09-05,0.0,18807.0
Shasta,2020-09-05,4.0,180080.0
Yuba,2020-09-05,19.0,78668.0
Lake,2020-09-05,1.0,64386.0
Kings,2020-09-05,33.0,152940.0
Calaveras,2020-09-05,6.0,45905.0
Santa Clara,2020-09-05,141.0,1927852.0
Sacramento,2020-09-05,204.0,1552058.0
Tuolumne,2020-09-05,1.0,54478.0
San Francisco,2020-09-05,57.0,881549.0
Placer,2020-09-05,63.0,398329.0
Madera,2020-09-05,36.0,157327.0
Santa Cruz,2020-09-05,11.0,273213.0
Marin,2020-09-05,20.0,258826.0
Imperial,2020-09-05,27.0,181215.0
Solano,2020-09-05,45.0,447643.0
Siskiyou,2020-09-05,0.0,43539.0
Fresno,2020-09-05,173.0,999101.0
San Benito,2020-09-05,1.0,62808.0
Monterey,2020-09-05,29.0,434061.0
Los Angeles,2020-09-05,1304.0,10039107.0
Sutter,2020-09-05,0.0,96971.0
Modoc,2020-09-05,0.0,8841.0
Stanislaus,2020-09-05,162.0,550660.0
Trinity,2020-09-05,0.0,12285.0
Sonoma,2020-09-05,41.0,494336.0
San Joaquin,2020-09-05,104.0,762148.0
Yolo,2020-09-05,10.0,220500.0
Del Norte,2020-09-05,1.0,27812.0
Orange,2020-09-05,307.0,3175692.0
Riverside,2020-09-05,220.0,2470546.0
Napa,2020-09-05,5.0,137744.0
Mendocino,2020-09-05,4.0,86749.0
San Diego,2020-09-05,260.0,3338330.0
San Bernardino,2020-09-05,282.0,2180085.0
Kern,2020-09-05,87.0,900202.0
Inyo,2020-09-05,0.0,18039.0
Tehama,2020-09-05,2.0,65084.0
Nevada,2020-09-05,0.0,99755.0
Glenn,2020-09-05,0.0,28393.0
Contra Costa,2020-09-05,99.0,1153526.0
Colusa,2020-09-05,1.0,21547.0
Marin,2020-09-06,21.0,258826.0
Lake,2020-09-06,1.0,64386.0
Monterey,2020-09-06,29.0,434061.0
San Diego,2020-09-06,266.0,3338330.0
Tehama,2020-09-06,2.0,65084.0
Calaveras,2020-09-06,4.0,45905.0
Sonoma,2020-09-06,51.0,494336.0
Imperial,2020-09-06,31.0,181215.0
San Bernardino,2020-09-06,267.0,2180085.0
Solano,2020-09-06,40.0,447643.0
Trinity,2020-09-06,0.0,12285.0
Yolo,2020-09-06,10.0,220500.0
Fresno,2020-09-06,170.0,999101.0
Merced,2020-09-06,33.0,277680.0
Plumas,2020-09-06,0.0,18807.0
Glenn,2020-09-06,0.0,28393.0
Shasta,2020-09-06,3.0,180080.0
Mendocino,2020-09-06,5.0,86749.0
Lassen,2020-09-06,0.0,30573.0
San Luis Obispo,2020-09-06,10.0,283111.0
San Benito,2020-09-06,1.0,62808.0
Mono,2020-09-06,0.0,14444.0
Yuba,2020-09-06,19.0,78668.0
Modoc,2020-09-06,0.0,8841.0
Amador,2020-09-06,2.0,39752.0
Stanislaus,2020-09-06,165.0,550660.0
Orange,2020-09-06,302.0,3175692.0
Los Angeles,2020-09-06,1314.0,10039107.0
San Mateo,2020-09-06,46.0,766573.0
Nevada,2020-09-06,2.0,99755.0
San Joaquin,2020-09-06,95.0,762148.0
Colusa,2020-09-06,1.0,21547.0
Napa,2020-09-06,9.0,137744.0
Sacramento,2020-09-06,203.0,1552058.0
Mariposa,2020-09-06,0.0,17203.0
Humboldt,2020-09-06,2.0,135558.0
Del Norte,2020-09-06,1.0,27812.0
Inyo,2020-09-06,0.0,18039.0
Sutter,2020-09-06,0.0,96971.0
Placer,2020-09-06,67.0,398329.0
El Dorado,2020-09-06,0.0,192843.0
Madera,2020-09-06,36.0,157327.0
Santa Cruz,2020-09-06,14.0,273213.0
Kern,2020-09-06,92.0,900202.0
Alameda,2020-09-06,189.0,1671329.0
Riverside,2020-09-06,230.0,2470546.0
Contra Costa,2020-09-06,92.0,1153526.0
Kings,2020-09-06,36.0,152940.0
Santa Barbara,2020-09-06,51.0,446499.0
Santa Clara,2020-09-06,134.0,1927852.0
San Francisco,2020-09-06,74.0,881549.0
Ventura,2020-09-06,85.0,846006.0
Tuolumne,2020-09-06,0.0,54478.0
Siskiyou,2020-09-06,0.0,43539.0
Tulare,2020-09-06,59.0,466195.0
Butte,2020-09-06,21.0,219186.0
San Mateo,2020-09-07,54.0,766573.0
San Benito,2020-09-07,1.0,62808.0
Humboldt,2020-09-07,2.0,135558.0
Shasta,2020-09-07,3.0,180080.0
Mariposa,2020-09-07,0.0,17203.0
Placer,2020-09-07,65.0,398329.0
Sacramento,2020-09-07,182.0,1552058.0
Stanislaus,2020-09-07,180.0,550660.0
Santa Cruz,2020-09-07,15.0,273213.0
Alameda,2020-09-07,205.0,1671329.0
Sonoma,2020-09-07,47.0,494336.0
Merced,2020-09-07,28.0,277680.0
Kern,2020-09-07,97.0,900202.0
Contra Costa,2020-09-07,82.0,1153526.0
Calaveras,2020-09-07,2.0,45905.0
Ventura,2020-09-07,79.0,846006.0
Inyo,2020-09-07,0.0,18039.0
Lassen,2020-09-07,0.0,30573.0
Napa,2020-09-07,7.0,137744.0
Santa Barbara,2020-09-07,43.0,446499.0
El Dorado,2020-09-07,0.0,192843.0
San Joaquin,2020-09-07,99.0,762148.0
Yolo,2020-09-07,8.0,220500.0
Tuolumne,2020-09-07,0.0,54478.0
Orange,2020-09-07,289.0,3175692.0
Mendocino,2020-09-07,4.0,86749.0
Tulare,2020-09-07,59.0,466195.0
San Francisco,2020-09-07,78.0,881549.0
Lake,2020-09-07,0.0,64386.0
Marin,2020-09-07,17.0,258826.0
Amador,2020-09-07,2.0,39752.0
Madera,2020-09-07,31.0,157327.0
San Diego,2020-09-07,283.0,3338330.0
Imperial,2020-09-07,30.0,181215.0
Solano,2020-09-07,36.0,447643.0
Siskiyou,2020-09-07,0.0,43539.0
Trinity,2020-09-07,0.0,12285.0
Monterey,2020-09-07,28.0,434061.0
Fresno,2020-09-07,169.0,999101.0
Los Angeles,2020-09-07,1350.0,10039107.0
Del Norte,2020-09-07,0.0,27812.0
Butte,2020-09-07,23.0,219186.0
Plumas,2020-09-07,0.0,18807.0
Sutter,2020-09-07,0.0,96971.0
San Luis Obispo,2020-09-07,12.0,283111.0
Glenn,2020-09-07,0.0,28393.0
Tehama,2020-09-07,1.0,65084.0
Yuba,2020-09-07,18.0,78668.0
Colusa,2020-09-07,0.0,21547.0
Santa Clara,2020-09-07,133.0,1927852.0
Kings,2020-09-07,34.0,152940.0
Nevada,2020-09-07,2.0,99755.0
San Bernardino,2020-09-07,266.0,2180085.0
Riverside,2020-09-07,243.0,2470546.0
Mono,2020-09-07,0.0,14444.0
Modoc,2020-09-07,0.0,8841.0
Stanislaus,2020-09-08,194.0,550660.0
Glenn,2020-09-08,0.0,28393.0
Santa Barbara,2020-09-08,39.0,446499.0
Yolo,2020-09-08,8.0,220500.0
Tuolumne,2020-09-08,1.0,54478.0
Merced,2020-09-08,22.0,277680.0
Humboldt,2020-09-08,4.0,135558.0
Butte,2020-09-08,25.0,219186.0
Alameda,2020-09-08,204.0,1671329.0
Kings,2020-09-08,38.0,152940.0
Los Angeles,2020-09-08,1355.0,10039107.0
Napa,2020-09-08,4.0,137744.0
Lake,2020-09-08,2.0,64386.0
Amador,2020-09-08,1.0,39752.0
Del Norte,2020-09-08,0.0,27812.0
Tulare,2020-09-08,66.0,466195.0
Contra Costa,2020-09-08,91.0,1153526.0
Shasta,2020-09-08,3.0,180080.0
Siskiyou,2020-09-08,0.0,43539.0
Lassen,2020-09-08,0.0,30573.0
Yuba,2020-09-08,17.0,78668.0
Mono,2020-09-08,0.0,14444.0
Madera,2020-09-08,33.0,157327.0
San Benito,2020-09-08,0.0,62808.0
San Diego,2020-09-08,278.0,3338330.0
Riverside,2020-09-08,261.0,2470546.0
Mendocino,2020-09-08,5.0,86749.0
Modoc,2020-09-08,0.0,8841.0
Sutter,2020-09-08,0.0,96971.0
Nevada,2020-09-08,2.0,99755.0
Santa Clara,2020-09-08,137.0,1927852.0
Kern,2020-09-08,98.0,900202.0
Inyo,2020-09-08,0.0,18039.0
San Bernardino,2020-09-08,275.0,2180085.0
San Francisco,2020-09-08,82.0,881549.0
Marin,2020-09-08,17.0,258826.0
Ventura,2020-09-08,80.0,846006.0
Calaveras,2020-09-08,6.0,45905.0
Sacramento,2020-09-08,203.0,1552058.0
El Dorado,2020-09-08,0.0,192843.0
Orange,2020-09-08,294.0,3175692.0
Imperial,2020-09-08,22.0,181215.0
San Mateo,2020-09-08,70.0,766573.0
Fresno,2020-09-08,168.0,999101.0
Sonoma,2020-09-08,42.0,494336.0
San Luis Obispo,2020-09-08,15.0,283111.0
Colusa,2020-09-08,2.0,21547.0
San Joaquin,2020-09-08,107.0,762148.0
Placer,2020-09-08,62.0,398329.0
Mariposa,2020-09-08,0.0,17203.0
Monterey,2020-09-08,32.0,434061.0
Solano,2020-09-08,43.0,447643.0
Plumas,2020-09-08,0.0,18807.0
Tehama,2020-09-08,1.0,65084.0
Trinity,2020-09-08,0.0,12285.0
Santa Cruz,2020-09-08,16.0,273213.0
Kern,2020-09-09,102.0,900202.0
Napa,2020-09-09,6.0,137744.0
Sutter,2020-09-09,0.0,96971.0
Placer,2020-09-09,50.0,398329.0
San Joaquin,2020-09-09,93.0,762148.0
Colusa,2020-09-09,4.0,21547.0
Tehama,2020-09-09,1.0,65084.0
Solano,2020-09-09,39.0,447643.0
Kings,2020-09-09,37.0,152940.0
Modoc,2020-09-09,0.0,8841.0
Humboldt,2020-09-09,4.0,135558.0
Shasta,2020-09-09,3.0,180080.0
Sacramento,2020-09-09,190.0,1552058.0
San Bernardino,2020-09-09,270.0,2180085.0
Contra Costa,2020-09-09,81.0,1153526.0
Amador,2020-09-09,2.0,39752.0
Del Norte,2020-09-09,0.0,27812.0
Alameda,2020-09-09,189.0,1671329.0
San Mateo,2020-09-09,76.0,766573.0
Ventura,2020-09-09,87.0,846006.0
Yolo,2020-09-09,9.0,220500.0
San Francisco,2020-09-09,84.0,881549.0
Plumas,2020-09-09,0.0,18807.0
Glenn,2020-09-09,0.0,28393.0
Calaveras,2020-09-09,5.0,45905.0
Mariposa,2020-09-09,0.0,17203.0
Santa Barbara,2020-09-09,39.0,446499.0
Santa Clara,2020-09-09,141.0,1927852.0
Mendocino,2020-09-09,1.0,86749.0
Lake,2020-09-09,1.0,64386.0
Imperial,2020-09-09,24.0,181215.0
Stanislaus,2020-09-09,159.0,550660.0
Lassen,2020-09-09,0.0,30573.0
Sonoma,2020-09-09,34.0,494336.0
Orange,2020-09-09,309.0,3175692.0
San Benito,2020-09-09,0.0,62808.0
Los Angeles,2020-09-09,1254.0,10039107.0
San Diego,2020-09-09,309.0,3338330.0
Riverside,2020-09-09,238.0,2470546.0
Inyo,2020-09-09,0.0,18039.0
El Dorado,2020-09-09,0.0,192843.0
San Luis Obispo,2020-09-09,9.0,283111.0
Yuba,2020-09-09,20.0,78668.0
Merced,2020-09-09,19.0,277680.0
Trinity,2020-09-09,0.0,12285.0
Nevada,2020-09-09,2.0,99755.0
Fresno,2020-09-09,157.0,999101.0
Butte,2020-09-09,21.0,219186.0
Santa Cruz,2020-09-09,15.0,273213.0
Marin,2020-09-09,19.0,258826.0
Monterey,2020-09-09,28.0,434061.0
Tuolumne,2020-09-09,1.0,54478.0
Madera,2020-09-09,28.0,157327.0
Mono,2020-09-09,0.0,14444.0
Siskiyou,2020-09-09,0.0,43539.0
Tulare,2020-09-09,65.0,466195.0
Inyo,2020-09-10,0.0,18039.0
Trinity,2020-09-10,0.0,12285.0
Tuolumne,2020-09-10,1.0,54478.0
Colusa,2020-09-10,2.0,21547.0
Orange,2020-09-10,277.0,3175692.0
Santa Cruz,2020-09-10,15.0,273213.0
Los Angeles,2020-09-10,1219.0,10039107.0
Mariposa,2020-09-10,0.0,17203.0
San Benito,2020-09-10,0.0,62808.0
San Luis Obispo,2020-09-10,10.0,283111.0
Monterey,2020-09-10,28.0,434061.0
Mono,2020-09-10,0.0,14444.0
Riverside,2020-09-10,231.0,2470546.0
Lake,2020-09-10,2.0,64386.0
Imperial,2020-09-10,22.0,181215.0
El Dorado,2020-09-10,1.0,192843.0
Madera,2020-09-10,24.0,157327.0
Amador,2020-09-10,2.0,39752.0
Lassen,2020-09-10,0.0,30573.0
Calaveras,2020-09-10,7.0,45905.0
Santa Barbara,2020-09-10,39.0,446499.0
Merced,2020-09-10,22.0,277680.0
Plumas,2020-09-10,0.0,18807.0
Fresno,2020-09-10,143.0,999101.0
Tulare,2020-09-10,59.0,466195.0
Santa Clara,2020-09-10,132.0,1927852.0
Napa,2020-09-10,5.0,137744.0
Marin,2020-09-10,16.0,258826.0
Nevada,2020-09-10,3.0,99755.0
Sonoma,2020-09-10,34.0,494336.0
San Bernardino,2020-09-10,259.0,2180085.0
Contra Costa,2020-09-10,83.0,1153526.0
Humboldt,2020-09-10,5.0,135558.0
Glenn,2020-09-10,0.0,28393.0
Mendocino,2020-09-10,2.0,86749.0
Yuba,2020-09-10,19.0,78668.0
Sutter,2020-09-10,0.0,96971.0
Alameda,2020-09-10,183.0,1671329.0
Tehama,2020-09-10,1.0,65084.0
Solano,2020-09-10,35.0,447643.0
San Mateo,2020-09-10,51.0,766573.0
Stanislaus,2020-09-10,155.0,550660.0
Del Norte,2020-09-10,0.0,27812.0
Ventura,2020-09-10,90.0,846006.0
Kings,2020-09-10,32.0,152940.0
